ZIPCODE,Year,Quarter,NSA,Index_Type
247,2021,2,210.54,Balance of State
247,2021,3,223.12,Balance of State
247,2021,4,230.53,Balance of State
248,1995,1,100.00,Balance of State
248,1995,2,99.22,Balance of State
248,1995,3,101.27,Balance of State
248,1995,4,100.01,Balance of State
248,1996,1,100.02,Balance of State
248,1996,2,101.76,Balance of State
248,1996,3,104.37,Balance of State
248,1996,4,101.04,Balance of State
248,1997,1,102.66,Balance of State
248,1997,2,105.20,Balance of State
248,1997,3,103.58,Balance of State
248,1997,4,109.12,Balance of State
248,1998,1,110.46,Balance of State
248,1998,2,108.06,Balance of State
248,1998,3,110.38,Balance of State
248,1998,4,111.75,Balance of State
248,1999,1,110.17,Balance of State
248,1999,2,112.81,Balance of State
248,1999,3,111.50,Balance of State
248,1999,4,110.92,Balance of State
248,2000,1,114.86,Balance of State
248,2000,2,115.63,Balance of State
248,2000,3,114.82,Balance of State
248,2000,4,115.19,Balance of State
248,2001,1,118.90,Balance of State
248,2001,2,122.03,Balance of State
248,2001,3,121.52,Balance of State
248,2001,4,122.88,Balance of State
248,2002,1,124.18,Balance of State
248,2002,2,125.92,Balance of State
248,2002,3,126.31,Balance of State
248,2002,4,127.51,Balance of State
248,2003,1,129.72,Balance of State
248,2003,2,129.39,Balance of State
248,2003,3,131.66,Balance of State
248,2003,4,131.63,Balance of State
248,2004,1,134.77,Balance of State
248,2004,2,138.72,Balance of State
248,2004,3,138.43,Balance of State
248,2004,4,138.74,Balance of State
248,2005,1,141.88,Balance of State
248,2005,2,143.52,Balance of State
248,2005,3,146.88,Balance of State
248,2005,4,152.08,Balance of State
248,2006,1,154.09,Balance of State
248,2006,2,154.16,Balance of State
248,2006,3,157.59,Balance of State
248,2006,4,159.53,Balance of State
248,2007,1,161.79,Balance of State
248,2007,2,162.90,Balance of State
248,2007,3,164.32,Balance of State
248,2007,4,166.58,Balance of State
248,2008,1,166.66,Balance of State
248,2008,2,168.58,Balance of State
248,2008,3,166.84,Balance of State
248,2008,4,163.18,Balance of State
248,2009,1,167.61,Balance of State
248,2009,2,165.92,Balance of State
248,2009,3,165.86,Balance of State
248,2009,4,165.35,Balance of State
248,2010,1,165.98,Balance of State
248,2010,2,166.65,Balance of State
248,2010,3,167.95,Balance of State
248,2010,4,169.60,Balance of State
248,2011,1,165.07,Balance of State
248,2011,2,165.67,Balance of State
248,2011,3,170.39,Balance of State
248,2011,4,169.78,Balance of State
248,2012,1,168.36,Balance of State
248,2012,2,169.66,Balance of State
248,2012,3,172.57,Balance of State
248,2012,4,170.28,Balance of State
248,2013,1,169.86,Balance of State
248,2013,2,171.41,Balance of State
248,2013,3,172.03,Balance of State
248,2013,4,175.00,Balance of State
248,2014,1,171.48,Balance of State
248,2014,2,174.51,Balance of State
248,2014,3,174.83,Balance of State
248,2014,4,175.43,Balance of State
248,2015,1,175.14,Balance of State
248,2015,2,179.31,Balance of State
248,2015,3,180.23,Balance of State
248,2015,4,177.57,Balance of State
248,2016,1,182.53,Balance of State
248,2016,2,183.93,Balance of State
248,2016,3,182.30,Balance of State
248,2016,4,183.84,Balance of State
248,2017,1,182.93,Balance of State
248,2017,2,181.83,Balance of State
248,2017,3,183.68,Balance of State
248,2017,4,190.18,Balance of State
248,2018,1,186.68,Balance of State
248,2018,2,187.70,Balance of State
248,2018,3,187.82,Balance of State
248,2018,4,189.30,Balance of State
248,2019,1,188.92,Balance of State
248,2019,2,193.20,Balance of State
248,2019,3,193.38,Balance of State
248,2019,4,195.01,Balance of State
248,2020,1,198.77,Balance of State
248,2020,2,201.18,Balance of State
248,2020,3,202.72,Balance of State
248,2020,4,204.92,Balance of State
248,2021,1,207.76,Balance of State
248,2021,2,210.54,Balance of State
248,2021,3,223.12,Balance of State
248,2021,4,230.53,Balance of State
249,1995,1,100.00,Balance of State
249,1995,2,99.22,Balance of State
249,1995,3,101.27,Balance of State
249,1995,4,100.01,Balance of State
249,1996,1,100.02,Balance of State
249,1996,2,101.76,Balance of State
249,1996,3,104.37,Balance of State
249,1996,4,101.04,Balance of State
249,1997,1,102.66,Balance of State
249,1997,2,105.20,Balance of State
249,1997,3,103.58,Balance of State
249,1997,4,109.12,Balance of State
249,1998,1,110.46,Balance of State
249,1998,2,108.06,Balance of State
249,1998,3,110.38,Balance of State
249,1998,4,111.75,Balance of State
249,1999,1,110.17,Balance of State
249,1999,2,112.81,Balance of State
249,1999,3,111.50,Balance of State
249,1999,4,110.92,Balance of State
249,2000,1,114.86,Balance of State
249,2000,2,115.63,Balance of State
249,2000,3,114.82,Balance of State
249,2000,4,115.19,Balance of State
249,2001,1,118.90,Balance of State
249,2001,2,122.03,Balance of State
249,2001,3,121.52,Balance of State
249,2001,4,122.88,Balance of State
249,2002,1,124.18,Balance of State
249,2002,2,125.92,Balance of State
249,2002,3,126.31,Balance of State
249,2002,4,127.51,Balance of State
249,2003,1,129.72,Balance of State
249,2003,2,129.39,Balance of State
249,2003,3,131.66,Balance of State
249,2003,4,131.63,Balance of State
249,2004,1,134.77,Balance of State
249,2004,2,138.72,Balance of State
249,2004,3,138.43,Balance of State
249,2004,4,138.74,Balance of State
249,2005,1,141.88,Balance of State
249,2005,2,143.52,Balance of State
249,2005,3,146.88,Balance of State
249,2005,4,152.08,Balance of State
249,2006,1,154.09,Balance of State
249,2006,2,154.16,Balance of State
249,2006,3,157.59,Balance of State
249,2006,4,159.53,Balance of State
249,2007,1,161.79,Balance of State
249,2007,2,162.90,Balance of State
249,2007,3,164.32,Balance of State
249,2007,4,166.58,Balance of State
249,2008,1,166.66,Balance of State
249,2008,2,168.58,Balance of State
249,2008,3,166.84,Balance of State
249,2008,4,163.18,Balance of State
249,2009,1,167.61,Balance of State
249,2009,2,165.92,Balance of State
249,2009,3,165.86,Balance of State
249,2009,4,165.35,Balance of State
249,2010,1,165.98,Balance of State
249,2010,2,166.65,Balance of State
249,2010,3,167.95,Balance of State
249,2010,4,169.60,Balance of State
249,2011,1,165.07,Balance of State
249,2011,2,165.67,Balance of State
249,2011,3,170.39,Balance of State
249,2011,4,169.78,Balance of State
249,2012,1,168.36,Balance of State
249,2012,2,169.66,Balance of State
249,2012,3,172.57,Balance of State
249,2012,4,170.28,Balance of State
249,2013,1,169.86,Balance of State
249,2013,2,171.41,Balance of State
249,2013,3,172.03,Balance of State
249,2013,4,175.00,Balance of State
249,2014,1,171.48,Balance of State
249,2014,2,174.51,Balance of State
249,2014,3,174.83,Balance of State
249,2014,4,175.43,Balance of State
249,2015,1,175.14,Balance of State
249,2015,2,179.31,Balance of State
249,2015,3,180.23,Balance of State
249,2015,4,177.57,Balance of State
249,2016,1,182.53,Balance of State
249,2016,2,183.93,Balance of State
249,2016,3,182.30,Balance of State
249,2016,4,183.84,Balance of State
249,2017,1,182.93,Balance of State
249,2017,2,181.83,Balance of State
249,2017,3,183.68,Balance of State
249,2017,4,190.18,Balance of State
249,2018,1,186.68,Balance of State
249,2018,2,187.70,Balance of State
249,2018,3,187.82,Balance of State
249,2018,4,189.30,Balance of State
249,2019,1,188.92,Balance of State
249,2019,2,193.20,Balance of State
249,2019,3,193.38,Balance of State
249,2019,4,195.01,Balance of State
249,2020,1,198.77,Balance of State
249,2020,2,201.18,Balance of State
249,2020,3,202.72,Balance of State
249,2020,4,204.92,Balance of State
249,2021,1,207.76,Balance of State
249,2021,2,210.54,Balance of State
249,2021,3,223.12,Balance of State
249,2021,4,230.53,Balance of State
250,1995,1,100.00,MSA/MSAD Index
250,1995,2,104.21,MSA/MSAD Index
250,1995,3,104.70,MSA/MSAD Index
250,1995,4,105.37,MSA/MSAD Index
250,1996,1,107.61,MSA/MSAD Index
250,1996,2,108.03,MSA/MSAD Index
250,1996,3,108.88,MSA/MSAD Index
250,1996,4,109.64,MSA/MSAD Index
250,1997,1,109.75,MSA/MSAD Index
250,1997,2,112.96,MSA/MSAD Index
250,1997,3,112.72,MSA/MSAD Index
250,1997,4,114.51,MSA/MSAD Index
250,1998,1,115.89,MSA/MSAD Index
250,1998,2,117.00,MSA/MSAD Index
250,1998,3,119.63,MSA/MSAD Index
250,1998,4,119.97,MSA/MSAD Index
250,1999,1,122.26,MSA/MSAD Index
250,1999,2,119.60,MSA/MSAD Index
250,1999,3,120.66,MSA/MSAD Index
250,1999,4,118.26,MSA/MSAD Index
250,2000,1,121.69,MSA/MSAD Index
250,2000,2,120.42,MSA/MSAD Index
250,2000,3,122.74,MSA/MSAD Index
250,2000,4,123.51,MSA/MSAD Index
250,2001,1,127.46,MSA/MSAD Index
250,2001,2,127.49,MSA/MSAD Index
250,2001,3,128.28,MSA/MSAD Index
250,2001,4,128.87,MSA/MSAD Index
250,2002,1,128.38,MSA/MSAD Index
250,2002,2,129.92,MSA/MSAD Index
250,2002,3,131.72,MSA/MSAD Index
250,2002,4,132.91,MSA/MSAD Index
250,2003,1,133.13,MSA/MSAD Index
250,2003,2,134.67,MSA/MSAD Index
250,2003,3,135.85,MSA/MSAD Index
250,2003,4,135.17,MSA/MSAD Index
250,2004,1,136.28,MSA/MSAD Index
250,2004,2,137.76,MSA/MSAD Index
250,2004,3,139.83,MSA/MSAD Index
250,2004,4,139.60,MSA/MSAD Index
250,2005,1,141.64,MSA/MSAD Index
250,2005,2,143.25,MSA/MSAD Index
250,2005,3,147.19,MSA/MSAD Index
250,2005,4,146.00,MSA/MSAD Index
250,2006,1,147.48,MSA/MSAD Index
250,2006,2,148.13,MSA/MSAD Index
250,2006,3,147.45,MSA/MSAD Index
250,2006,4,151.61,MSA/MSAD Index
250,2007,1,151.50,MSA/MSAD Index
250,2007,2,152.94,MSA/MSAD Index
250,2007,3,153.37,MSA/MSAD Index
250,2007,4,155.74,MSA/MSAD Index
250,2008,1,155.46,MSA/MSAD Index
250,2008,2,157.28,MSA/MSAD Index
250,2008,3,156.11,MSA/MSAD Index
250,2008,4,157.91,MSA/MSAD Index
250,2009,1,159.09,MSA/MSAD Index
250,2009,2,158.92,MSA/MSAD Index
250,2009,3,155.99,MSA/MSAD Index
250,2009,4,155.22,MSA/MSAD Index
250,2010,1,156.43,MSA/MSAD Index
250,2010,2,153.92,MSA/MSAD Index
250,2010,3,158.84,MSA/MSAD Index
250,2010,4,157.50,MSA/MSAD Index
250,2011,1,156.56,MSA/MSAD Index
250,2011,2,154.31,MSA/MSAD Index
250,2011,3,154.67,MSA/MSAD Index
250,2011,4,155.45,MSA/MSAD Index
250,2012,1,155.61,MSA/MSAD Index
250,2012,2,160.45,MSA/MSAD Index
250,2012,3,156.47,MSA/MSAD Index
250,2012,4,158.31,MSA/MSAD Index
250,2013,1,160.73,MSA/MSAD Index
250,2013,2,158.26,MSA/MSAD Index
250,2013,3,160.64,MSA/MSAD Index
250,2013,4,159.57,MSA/MSAD Index
250,2014,1,160.97,MSA/MSAD Index
250,2014,2,158.69,MSA/MSAD Index
250,2014,3,163.91,MSA/MSAD Index
250,2014,4,160.81,MSA/MSAD Index
250,2015,1,164.23,MSA/MSAD Index
250,2015,2,165.74,MSA/MSAD Index
250,2015,3,161.95,MSA/MSAD Index
250,2015,4,163.10,MSA/MSAD Index
250,2016,1,161.84,MSA/MSAD Index
250,2016,2,164.37,MSA/MSAD Index
250,2016,3,166.32,MSA/MSAD Index
250,2016,4,164.85,MSA/MSAD Index
250,2017,1,161.77,MSA/MSAD Index
250,2017,2,165.29,MSA/MSAD Index
250,2017,3,162.26,MSA/MSAD Index
250,2017,4,167.06,MSA/MSAD Index
250,2018,1,166.40,MSA/MSAD Index
250,2018,2,165.61,MSA/MSAD Index
250,2018,3,165.17,MSA/MSAD Index
250,2018,4,169.04,MSA/MSAD Index
250,2019,1,164.37,MSA/MSAD Index
250,2019,2,165.68,MSA/MSAD Index
250,2019,3,169.26,MSA/MSAD Index
250,2019,4,168.17,MSA/MSAD Index
250,2020,1,172.55,MSA/MSAD Index
250,2020,2,171.14,MSA/MSAD Index
250,2020,3,174.09,MSA/MSAD Index
250,2020,4,176.70,MSA/MSAD Index
250,2021,1,182.02,MSA/MSAD Index
250,2021,2,183.52,MSA/MSAD Index
250,2021,3,193.84,MSA/MSAD Index
250,2021,4,196.56,MSA/MSAD Index
251,1995,1,100.00,MSA/MSAD Index
251,1995,2,104.21,MSA/MSAD Index
251,1995,3,104.70,MSA/MSAD Index
251,1995,4,105.37,MSA/MSAD Index
251,1996,1,107.61,MSA/MSAD Index
251,1996,2,108.03,MSA/MSAD Index
251,1996,3,108.88,MSA/MSAD Index
251,1996,4,109.64,MSA/MSAD Index
251,1997,1,109.75,MSA/MSAD Index
251,1997,2,112.96,MSA/MSAD Index
251,1997,3,112.72,MSA/MSAD Index
251,1997,4,114.51,MSA/MSAD Index
251,1998,1,115.89,MSA/MSAD Index
251,1998,2,117.00,MSA/MSAD Index
251,1998,3,119.63,MSA/MSAD Index
251,1998,4,119.97,MSA/MSAD Index
251,1999,1,122.26,MSA/MSAD Index
251,1999,2,119.60,MSA/MSAD Index
251,1999,3,120.66,MSA/MSAD Index
251,1999,4,118.26,MSA/MSAD Index
251,2000,1,121.69,MSA/MSAD Index
251,2000,2,120.42,MSA/MSAD Index
251,2000,3,122.74,MSA/MSAD Index
251,2000,4,123.51,MSA/MSAD Index
251,2001,1,127.46,MSA/MSAD Index
251,2001,2,127.49,MSA/MSAD Index
251,2001,3,128.28,MSA/MSAD Index
251,2001,4,128.87,MSA/MSAD Index
251,2002,1,128.38,MSA/MSAD Index
251,2002,2,129.92,MSA/MSAD Index
251,2002,3,131.72,MSA/MSAD Index
251,2002,4,132.91,MSA/MSAD Index
251,2003,1,133.13,MSA/MSAD Index
251,2003,2,134.67,MSA/MSAD Index
251,2003,3,135.85,MSA/MSAD Index
251,2003,4,135.17,MSA/MSAD Index
251,2004,1,136.28,MSA/MSAD Index
251,2004,2,137.76,MSA/MSAD Index
251,2004,3,139.83,MSA/MSAD Index
251,2004,4,139.60,MSA/MSAD Index
251,2005,1,141.64,MSA/MSAD Index
251,2005,2,143.25,MSA/MSAD Index
251,2005,3,147.19,MSA/MSAD Index
251,2005,4,146.00,MSA/MSAD Index
251,2006,1,147.48,MSA/MSAD Index
251,2006,2,148.13,MSA/MSAD Index
251,2006,3,147.45,MSA/MSAD Index
251,2006,4,151.61,MSA/MSAD Index
251,2007,1,151.50,MSA/MSAD Index
251,2007,2,152.94,MSA/MSAD Index
251,2007,3,153.37,MSA/MSAD Index
251,2007,4,155.74,MSA/MSAD Index
251,2008,1,155.46,MSA/MSAD Index
251,2008,2,157.28,MSA/MSAD Index
251,2008,3,156.11,MSA/MSAD Index
251,2008,4,157.91,MSA/MSAD Index
251,2009,1,159.09,MSA/MSAD Index
251,2009,2,158.92,MSA/MSAD Index
251,2009,3,155.99,MSA/MSAD Index
251,2009,4,155.22,MSA/MSAD Index
251,2010,1,156.43,MSA/MSAD Index
251,2010,2,153.92,MSA/MSAD Index
251,2010,3,158.84,MSA/MSAD Index
251,2010,4,157.50,MSA/MSAD Index
251,2011,1,156.56,MSA/MSAD Index
251,2011,2,154.31,MSA/MSAD Index
251,2011,3,154.67,MSA/MSAD Index
251,2011,4,155.45,MSA/MSAD Index
251,2012,1,155.61,MSA/MSAD Index
251,2012,2,160.45,MSA/MSAD Index
251,2012,3,156.47,MSA/MSAD Index
251,2012,4,158.31,MSA/MSAD Index
251,2013,1,160.73,MSA/MSAD Index
251,2013,2,158.26,MSA/MSAD Index
251,2013,3,160.64,MSA/MSAD Index
251,2013,4,159.57,MSA/MSAD Index
251,2014,1,160.97,MSA/MSAD Index
251,2014,2,158.69,MSA/MSAD Index
251,2014,3,163.91,MSA/MSAD Index
251,2014,4,160.81,MSA/MSAD Index
251,2015,1,164.23,MSA/MSAD Index
251,2015,2,165.74,MSA/MSAD Index
251,2015,3,161.95,MSA/MSAD Index
251,2015,4,163.10,MSA/MSAD Index
251,2016,1,161.84,MSA/MSAD Index
251,2016,2,164.37,MSA/MSAD Index
251,2016,3,166.32,MSA/MSAD Index
251,2016,4,164.85,MSA/MSAD Index
251,2017,1,161.77,MSA/MSAD Index
251,2017,2,165.29,MSA/MSAD Index
251,2017,3,162.26,MSA/MSAD Index
251,2017,4,167.06,MSA/MSAD Index
251,2018,1,166.40,MSA/MSAD Index
251,2018,2,165.61,MSA/MSAD Index
251,2018,3,165.17,MSA/MSAD Index
251,2018,4,169.04,MSA/MSAD Index
251,2019,1,164.37,MSA/MSAD Index
251,2019,2,165.68,MSA/MSAD Index
251,2019,3,169.26,MSA/MSAD Index
251,2019,4,168.17,MSA/MSAD Index
251,2020,1,172.55,MSA/MSAD Index
251,2020,2,171.14,MSA/MSAD Index
251,2020,3,174.09,MSA/MSAD Index
251,2020,4,176.70,MSA/MSAD Index
251,2021,1,182.02,MSA/MSAD Index
251,2021,2,183.52,MSA/MSAD Index
251,2021,3,193.84,MSA/MSAD Index
251,2021,4,196.56,MSA/MSAD Index
252,1995,1,100.00,MSA/MSAD Index
252,1995,2,103.03,MSA/MSAD Index
252,1995,3,104.11,MSA/MSAD Index
252,1995,4,104.64,MSA/MSAD Index
252,1996,1,105.49,MSA/MSAD Index
252,1996,2,106.72,MSA/MSAD Index
252,1996,3,104.64,MSA/MSAD Index
252,1996,4,106.70,MSA/MSAD Index
252,1997,1,108.11,MSA/MSAD Index
252,1997,2,108.75,MSA/MSAD Index
252,1997,3,108.59,MSA/MSAD Index
252,1997,4,110.68,MSA/MSAD Index
252,1998,1,112.19,MSA/MSAD Index
252,1998,2,113.52,MSA/MSAD Index
252,1998,3,114.18,MSA/MSAD Index
252,1998,4,115.74,MSA/MSAD Index
252,1999,1,115.02,MSA/MSAD Index
252,1999,2,115.28,MSA/MSAD Index
252,1999,3,116.96,MSA/MSAD Index
252,1999,4,115.90,MSA/MSAD Index
252,2000,1,115.92,MSA/MSAD Index
252,2000,2,118.59,MSA/MSAD Index
252,2000,3,119.28,MSA/MSAD Index
252,2000,4,120.59,MSA/MSAD Index
252,2001,1,123.41,MSA/MSAD Index
252,2001,2,124.15,MSA/MSAD Index
252,2001,3,124.85,MSA/MSAD Index
252,2001,4,126.15,MSA/MSAD Index
252,2002,1,127.00,MSA/MSAD Index
252,2002,2,128.61,MSA/MSAD Index
252,2002,3,130.35,MSA/MSAD Index
252,2002,4,131.22,MSA/MSAD Index
252,2003,1,132.08,MSA/MSAD Index
252,2003,2,133.17,MSA/MSAD Index
252,2003,3,135.04,MSA/MSAD Index
252,2003,4,134.46,MSA/MSAD Index
252,2004,1,137.23,MSA/MSAD Index
252,2004,2,138.71,MSA/MSAD Index
252,2004,3,139.03,MSA/MSAD Index
252,2004,4,142.56,MSA/MSAD Index
252,2005,1,143.37,MSA/MSAD Index
252,2005,2,146.51,MSA/MSAD Index
252,2005,3,148.79,MSA/MSAD Index
252,2005,4,148.97,MSA/MSAD Index
252,2006,1,152.74,MSA/MSAD Index
252,2006,2,152.65,MSA/MSAD Index
252,2006,3,153.58,MSA/MSAD Index
252,2006,4,154.74,MSA/MSAD Index
252,2007,1,158.18,MSA/MSAD Index
252,2007,2,158.46,MSA/MSAD Index
252,2007,3,159.59,MSA/MSAD Index
252,2007,4,159.38,MSA/MSAD Index
252,2008,1,162.56,MSA/MSAD Index
252,2008,2,162.85,MSA/MSAD Index
252,2008,3,162.19,MSA/MSAD Index
252,2008,4,161.75,MSA/MSAD Index
252,2009,1,163.30,MSA/MSAD Index
252,2009,2,164.08,MSA/MSAD Index
252,2009,3,163.95,MSA/MSAD Index
252,2009,4,161.00,MSA/MSAD Index
252,2010,1,160.45,MSA/MSAD Index
252,2010,2,163.69,MSA/MSAD Index
252,2010,3,164.15,MSA/MSAD Index
252,2010,4,163.66,MSA/MSAD Index
252,2011,1,164.88,MSA/MSAD Index
252,2011,2,162.44,MSA/MSAD Index
252,2011,3,163.06,MSA/MSAD Index
252,2011,4,165.09,MSA/MSAD Index
252,2012,1,164.27,MSA/MSAD Index
252,2012,2,166.36,MSA/MSAD Index
252,2012,3,166.20,MSA/MSAD Index
252,2012,4,166.34,MSA/MSAD Index
252,2013,1,165.21,MSA/MSAD Index
252,2013,2,164.36,MSA/MSAD Index
252,2013,3,166.02,MSA/MSAD Index
252,2013,4,164.73,MSA/MSAD Index
252,2014,1,162.89,MSA/MSAD Index
252,2014,2,166.93,MSA/MSAD Index
252,2014,3,166.81,MSA/MSAD Index
252,2014,4,168.14,MSA/MSAD Index
252,2015,1,169.35,MSA/MSAD Index
252,2015,2,169.13,MSA/MSAD Index
252,2015,3,169.72,MSA/MSAD Index
252,2015,4,169.96,MSA/MSAD Index
252,2016,1,171.64,MSA/MSAD Index
252,2016,2,168.41,MSA/MSAD Index
252,2016,3,173.61,MSA/MSAD Index
252,2016,4,170.85,MSA/MSAD Index
252,2017,1,171.64,MSA/MSAD Index
252,2017,2,175.10,MSA/MSAD Index
252,2017,3,172.30,MSA/MSAD Index
252,2017,4,173.00,MSA/MSAD Index
252,2018,1,172.33,MSA/MSAD Index
252,2018,2,175.62,MSA/MSAD Index
252,2018,3,174.38,MSA/MSAD Index
252,2018,4,172.20,MSA/MSAD Index
252,2019,1,177.23,MSA/MSAD Index
252,2019,2,175.69,MSA/MSAD Index
252,2019,3,180.44,MSA/MSAD Index
252,2019,4,181.89,MSA/MSAD Index
252,2020,1,183.19,MSA/MSAD Index
252,2020,2,183.93,MSA/MSAD Index
252,2020,3,190.04,MSA/MSAD Index
252,2020,4,191.67,MSA/MSAD Index
252,2021,1,195.53,MSA/MSAD Index
252,2021,2,196.36,MSA/MSAD Index
252,2021,3,209.08,MSA/MSAD Index
252,2021,4,209.59,MSA/MSAD Index
253,1995,1,100.00,Native 3-Digit ZIP index
253,1995,2,103.01,Native 3-Digit ZIP index
253,1995,3,104.39,Native 3-Digit ZIP index
253,1995,4,104.57,Native 3-Digit ZIP index
253,1996,1,107.67,Native 3-Digit ZIP index
253,1996,2,108.36,Native 3-Digit ZIP index
253,1996,3,110.72,Native 3-Digit ZIP index
253,1996,4,109.36,Native 3-Digit ZIP index
253,1997,1,109.82,Native 3-Digit ZIP index
253,1997,2,112.74,Native 3-Digit ZIP index
253,1997,3,113.94,Native 3-Digit ZIP index
253,1997,4,114.22,Native 3-Digit ZIP index
253,1998,1,115.99,Native 3-Digit ZIP index
253,1998,2,116.71,Native 3-Digit ZIP index
253,1998,3,118.93,Native 3-Digit ZIP index
253,1998,4,119.06,Native 3-Digit ZIP index
253,1999,1,123.00,Native 3-Digit ZIP index
253,1999,2,118.91,Native 3-Digit ZIP index
253,1999,3,119.36,Native 3-Digit ZIP index
253,1999,4,117.34,Native 3-Digit ZIP index
253,2000,1,121.72,Native 3-Digit ZIP index
253,2000,2,120.73,Native 3-Digit ZIP index
253,2000,3,121.38,Native 3-Digit ZIP index
253,2000,4,121.92,Native 3-Digit ZIP index
253,2001,1,127.69,Native 3-Digit ZIP index
253,2001,2,125.91,Native 3-Digit ZIP index
253,2001,3,126.86,Native 3-Digit ZIP index
253,2001,4,127.83,Native 3-Digit ZIP index
253,2002,1,126.49,Native 3-Digit ZIP index
253,2002,2,128.20,Native 3-Digit ZIP index
253,2002,3,130.49,Native 3-Digit ZIP index
253,2002,4,131.64,Native 3-Digit ZIP index
253,2003,1,131.91,Native 3-Digit ZIP index
253,2003,2,133.46,Native 3-Digit ZIP index
253,2003,3,134.54,Native 3-Digit ZIP index
253,2003,4,134.43,Native 3-Digit ZIP index
253,2004,1,135.08,Native 3-Digit ZIP index
253,2004,2,136.47,Native 3-Digit ZIP index
253,2004,3,138.38,Native 3-Digit ZIP index
253,2004,4,138.04,Native 3-Digit ZIP index
253,2005,1,139.79,Native 3-Digit ZIP index
253,2005,2,141.32,Native 3-Digit ZIP index
253,2005,3,145.61,Native 3-Digit ZIP index
253,2005,4,143.92,Native 3-Digit ZIP index
253,2006,1,146.91,Native 3-Digit ZIP index
253,2006,2,147.24,Native 3-Digit ZIP index
253,2006,3,145.56,Native 3-Digit ZIP index
253,2006,4,152.28,Native 3-Digit ZIP index
253,2007,1,151.77,Native 3-Digit ZIP index
253,2007,2,149.09,Native 3-Digit ZIP index
253,2007,3,154.15,Native 3-Digit ZIP index
253,2007,4,155.66,Native 3-Digit ZIP index
253,2008,1,154.52,Native 3-Digit ZIP index
253,2008,2,158.04,Native 3-Digit ZIP index
253,2008,3,155.61,Native 3-Digit ZIP index
253,2008,4,155.16,Native 3-Digit ZIP index
253,2009,1,158.18,Native 3-Digit ZIP index
253,2009,2,157.82,Native 3-Digit ZIP index
253,2009,3,155.31,Native 3-Digit ZIP index
253,2009,4,156.30,Native 3-Digit ZIP index
253,2010,1,154.28,Native 3-Digit ZIP index
253,2010,2,153.82,Native 3-Digit ZIP index
253,2010,3,159.04,Native 3-Digit ZIP index
253,2010,4,156.13,Native 3-Digit ZIP index
253,2011,1,154.86,Native 3-Digit ZIP index
253,2011,2,151.35,Native 3-Digit ZIP index
253,2011,3,154.77,Native 3-Digit ZIP index
253,2011,4,154.72,Native 3-Digit ZIP index
253,2012,1,154.19,Native 3-Digit ZIP index
253,2012,2,161.44,Native 3-Digit ZIP index
253,2012,3,155.09,Native 3-Digit ZIP index
253,2012,4,157.20,Native 3-Digit ZIP index
253,2013,1,159.87,Native 3-Digit ZIP index
253,2013,2,156.92,Native 3-Digit ZIP index
253,2013,3,159.25,Native 3-Digit ZIP index
253,2013,4,155.53,Native 3-Digit ZIP index
253,2014,1,160.57,Native 3-Digit ZIP index
253,2014,2,155.93,Native 3-Digit ZIP index
253,2014,3,163.03,Native 3-Digit ZIP index
253,2014,4,162.78,Native 3-Digit ZIP index
253,2015,1,165.14,Native 3-Digit ZIP index
253,2015,2,166.32,Native 3-Digit ZIP index
253,2015,3,158.82,Native 3-Digit ZIP index
253,2015,4,162.20,Native 3-Digit ZIP index
253,2016,1,162.33,Native 3-Digit ZIP index
253,2016,2,167.23,Native 3-Digit ZIP index
253,2016,3,165.19,Native 3-Digit ZIP index
253,2016,4,161.67,Native 3-Digit ZIP index
253,2017,1,157.38,Native 3-Digit ZIP index
253,2017,2,161.16,Native 3-Digit ZIP index
253,2017,3,160.27,Native 3-Digit ZIP index
253,2017,4,163.51,Native 3-Digit ZIP index
253,2018,1,165.33,Native 3-Digit ZIP index
253,2018,2,162.23,Native 3-Digit ZIP index
253,2018,3,162.82,Native 3-Digit ZIP index
253,2018,4,165.45,Native 3-Digit ZIP index
253,2019,1,162.42,Native 3-Digit ZIP index
253,2019,2,162.02,Native 3-Digit ZIP index
253,2019,3,168.18,Native 3-Digit ZIP index
253,2019,4,166.01,Native 3-Digit ZIP index
253,2020,1,168.78,Native 3-Digit ZIP index
253,2020,2,168.30,Native 3-Digit ZIP index
253,2020,3,170.08,Native 3-Digit ZIP index
253,2020,4,172.89,Native 3-Digit ZIP index
253,2021,1,176.95,Native 3-Digit ZIP index
253,2021,2,180.66,Native 3-Digit ZIP index
253,2021,3,188.76,Native 3-Digit ZIP index
253,2021,4,192.73,Native 3-Digit ZIP index
254,1995,1,100.00,MSA/MSAD Index
254,1995,2,103.45,MSA/MSAD Index
254,1995,3,104.26,MSA/MSAD Index
254,1995,4,105.89,MSA/MSAD Index
254,1996,1,107.07,MSA/MSAD Index
254,1996,2,106.60,MSA/MSAD Index
254,1996,3,104.85,MSA/MSAD Index
254,1996,4,107.18,MSA/MSAD Index
254,1997,1,108.02,MSA/MSAD Index
254,1997,2,108.59,MSA/MSAD Index
254,1997,3,109.38,MSA/MSAD Index
254,1997,4,109.61,MSA/MSAD Index
254,1998,1,111.31,MSA/MSAD Index
254,1998,2,111.18,MSA/MSAD Index
254,1998,3,111.27,MSA/MSAD Index
254,1998,4,113.65,MSA/MSAD Index
254,1999,1,113.54,MSA/MSAD Index
254,1999,2,115.15,MSA/MSAD Index
254,1999,3,113.63,MSA/MSAD Index
