ZIPCODE,Year,Quarter,NSA,Index_Type
539,2019,3,218.29,Native 3-Digit ZIP index
539,2019,4,217.96,Native 3-Digit ZIP index
539,2020,1,223.05,Native 3-Digit ZIP index
539,2020,2,223.24,Native 3-Digit ZIP index
539,2020,3,228.22,Native 3-Digit ZIP index
539,2020,4,232.60,Native 3-Digit ZIP index
539,2021,1,238.01,Native 3-Digit ZIP index
539,2021,2,247.74,Native 3-Digit ZIP index
539,2021,3,262.54,Native 3-Digit ZIP index
539,2021,4,267.93,Native 3-Digit ZIP index
540,1995,1,100.00,Native 3-Digit ZIP index
540,1995,2,101.58,Native 3-Digit ZIP index
540,1995,3,103.70,Native 3-Digit ZIP index
540,1995,4,103.80,Native 3-Digit ZIP index
540,1996,1,105.02,Native 3-Digit ZIP index
540,1996,2,108.33,Native 3-Digit ZIP index
540,1996,3,111.57,Native 3-Digit ZIP index
540,1996,4,114.37,Native 3-Digit ZIP index
540,1997,1,115.90,Native 3-Digit ZIP index
540,1997,2,117.09,Native 3-Digit ZIP index
540,1997,3,119.80,Native 3-Digit ZIP index
540,1997,4,121.83,Native 3-Digit ZIP index
540,1998,1,121.78,Native 3-Digit ZIP index
540,1998,2,124.83,Native 3-Digit ZIP index
540,1998,3,126.97,Native 3-Digit ZIP index
540,1998,4,127.58,Native 3-Digit ZIP index
540,1999,1,131.18,Native 3-Digit ZIP index
540,1999,2,136.28,Native 3-Digit ZIP index
540,1999,3,140.91,Native 3-Digit ZIP index
540,1999,4,143.56,Native 3-Digit ZIP index
540,2000,1,145.57,Native 3-Digit ZIP index
540,2000,2,152.41,Native 3-Digit ZIP index
540,2000,3,155.58,Native 3-Digit ZIP index
540,2000,4,157.24,Native 3-Digit ZIP index
540,2001,1,159.94,Native 3-Digit ZIP index
540,2001,2,163.32,Native 3-Digit ZIP index
540,2001,3,166.25,Native 3-Digit ZIP index
540,2001,4,168.23,Native 3-Digit ZIP index
540,2002,1,172.85,Native 3-Digit ZIP index
540,2002,2,176.24,Native 3-Digit ZIP index
540,2002,3,177.56,Native 3-Digit ZIP index
540,2002,4,179.40,Native 3-Digit ZIP index
540,2003,1,181.53,Native 3-Digit ZIP index
540,2003,2,183.76,Native 3-Digit ZIP index
540,2003,3,187.18,Native 3-Digit ZIP index
540,2003,4,197.25,Native 3-Digit ZIP index
540,2004,1,197.84,Native 3-Digit ZIP index
540,2004,2,200.70,Native 3-Digit ZIP index
540,2004,3,208.62,Native 3-Digit ZIP index
540,2004,4,211.96,Native 3-Digit ZIP index
540,2005,1,214.78,Native 3-Digit ZIP index
540,2005,2,215.72,Native 3-Digit ZIP index
540,2005,3,220.81,Native 3-Digit ZIP index
540,2005,4,222.07,Native 3-Digit ZIP index
540,2006,1,223.81,Native 3-Digit ZIP index
540,2006,2,219.44,Native 3-Digit ZIP index
540,2006,3,219.07,Native 3-Digit ZIP index
540,2006,4,221.52,Native 3-Digit ZIP index
540,2007,1,221.81,Native 3-Digit ZIP index
540,2007,2,219.72,Native 3-Digit ZIP index
540,2007,3,216.08,Native 3-Digit ZIP index
540,2007,4,218.99,Native 3-Digit ZIP index
540,2008,1,216.84,Native 3-Digit ZIP index
540,2008,2,211.06,Native 3-Digit ZIP index
540,2008,3,207.10,Native 3-Digit ZIP index
540,2008,4,205.10,Native 3-Digit ZIP index
540,2009,1,207.06,Native 3-Digit ZIP index
540,2009,2,200.05,Native 3-Digit ZIP index
540,2009,3,189.91,Native 3-Digit ZIP index
540,2009,4,187.41,Native 3-Digit ZIP index
540,2010,1,181.39,Native 3-Digit ZIP index
540,2010,2,183.53,Native 3-Digit ZIP index
540,2010,3,188.23,Native 3-Digit ZIP index
540,2010,4,182.40,Native 3-Digit ZIP index
540,2011,1,174.68,Native 3-Digit ZIP index
540,2011,2,169.51,Native 3-Digit ZIP index
540,2011,3,175.19,Native 3-Digit ZIP index
540,2011,4,174.98,Native 3-Digit ZIP index
540,2012,1,170.51,Native 3-Digit ZIP index
540,2012,2,168.12,Native 3-Digit ZIP index
540,2012,3,170.46,Native 3-Digit ZIP index
540,2012,4,171.77,Native 3-Digit ZIP index
540,2013,1,172.13,Native 3-Digit ZIP index
540,2013,2,175.17,Native 3-Digit ZIP index
540,2013,3,180.19,Native 3-Digit ZIP index
540,2013,4,179.30,Native 3-Digit ZIP index
540,2014,1,183.03,Native 3-Digit ZIP index
540,2014,2,185.73,Native 3-Digit ZIP index
540,2014,3,189.20,Native 3-Digit ZIP index
540,2014,4,190.38,Native 3-Digit ZIP index
540,2015,1,190.55,Native 3-Digit ZIP index
540,2015,2,194.06,Native 3-Digit ZIP index
540,2015,3,199.99,Native 3-Digit ZIP index
540,2015,4,199.72,Native 3-Digit ZIP index
540,2016,1,202.69,Native 3-Digit ZIP index
540,2016,2,203.80,Native 3-Digit ZIP index
540,2016,3,207.08,Native 3-Digit ZIP index
540,2016,4,208.88,Native 3-Digit ZIP index
540,2017,1,214.34,Native 3-Digit ZIP index
540,2017,2,219.37,Native 3-Digit ZIP index
540,2017,3,220.05,Native 3-Digit ZIP index
540,2017,4,220.34,Native 3-Digit ZIP index
540,2018,1,224.28,Native 3-Digit ZIP index
540,2018,2,232.41,Native 3-Digit ZIP index
540,2018,3,235.88,Native 3-Digit ZIP index
540,2018,4,237.07,Native 3-Digit ZIP index
540,2019,1,240.12,Native 3-Digit ZIP index
540,2019,2,244.33,Native 3-Digit ZIP index
540,2019,3,247.33,Native 3-Digit ZIP index
540,2019,4,249.42,Native 3-Digit ZIP index
540,2020,1,251.43,Native 3-Digit ZIP index
540,2020,2,253.00,Native 3-Digit ZIP index
540,2020,3,257.80,Native 3-Digit ZIP index
540,2020,4,261.96,Native 3-Digit ZIP index
540,2021,1,268.12,Native 3-Digit ZIP index
540,2021,2,283.77,Native 3-Digit ZIP index
540,2021,3,300.70,Native 3-Digit ZIP index
540,2021,4,307.32,Native 3-Digit ZIP index
541,1995,1,100.00,Native 3-Digit ZIP index
541,1995,2,103.43,Native 3-Digit ZIP index
541,1995,3,104.55,Native 3-Digit ZIP index
541,1995,4,107.37,Native 3-Digit ZIP index
541,1996,1,107.27,Native 3-Digit ZIP index
541,1996,2,109.23,Native 3-Digit ZIP index
541,1996,3,110.34,Native 3-Digit ZIP index
541,1996,4,112.15,Native 3-Digit ZIP index
541,1997,1,114.10,Native 3-Digit ZIP index
541,1997,2,115.06,Native 3-Digit ZIP index
541,1997,3,116.97,Native 3-Digit ZIP index
541,1997,4,118.69,Native 3-Digit ZIP index
541,1998,1,119.37,Native 3-Digit ZIP index
541,1998,2,120.40,Native 3-Digit ZIP index
541,1998,3,121.54,Native 3-Digit ZIP index
541,1998,4,122.38,Native 3-Digit ZIP index
541,1999,1,124.39,Native 3-Digit ZIP index
541,1999,2,126.22,Native 3-Digit ZIP index
541,1999,3,127.24,Native 3-Digit ZIP index
541,1999,4,128.74,Native 3-Digit ZIP index
541,2000,1,132.64,Native 3-Digit ZIP index
541,2000,2,132.49,Native 3-Digit ZIP index
541,2000,3,134.73,Native 3-Digit ZIP index
541,2000,4,136.70,Native 3-Digit ZIP index
541,2001,1,138.67,Native 3-Digit ZIP index
541,2001,2,140.18,Native 3-Digit ZIP index
541,2001,3,141.71,Native 3-Digit ZIP index
541,2001,4,142.88,Native 3-Digit ZIP index
541,2002,1,144.67,Native 3-Digit ZIP index
541,2002,2,146.61,Native 3-Digit ZIP index
541,2002,3,147.98,Native 3-Digit ZIP index
541,2002,4,148.91,Native 3-Digit ZIP index
541,2003,1,150.43,Native 3-Digit ZIP index
541,2003,2,150.95,Native 3-Digit ZIP index
541,2003,3,152.78,Native 3-Digit ZIP index
541,2003,4,156.50,Native 3-Digit ZIP index
541,2004,1,158.15,Native 3-Digit ZIP index
541,2004,2,159.56,Native 3-Digit ZIP index
541,2004,3,163.23,Native 3-Digit ZIP index
541,2004,4,165.85,Native 3-Digit ZIP index
541,2005,1,167.89,Native 3-Digit ZIP index
541,2005,2,168.90,Native 3-Digit ZIP index
541,2005,3,170.25,Native 3-Digit ZIP index
541,2005,4,172.98,Native 3-Digit ZIP index
541,2006,1,175.11,Native 3-Digit ZIP index
541,2006,2,172.43,Native 3-Digit ZIP index
541,2006,3,172.98,Native 3-Digit ZIP index
541,2006,4,175.35,Native 3-Digit ZIP index
541,2007,1,175.76,Native 3-Digit ZIP index
541,2007,2,174.87,Native 3-Digit ZIP index
541,2007,3,175.11,Native 3-Digit ZIP index
541,2007,4,177.42,Native 3-Digit ZIP index
541,2008,1,177.20,Native 3-Digit ZIP index
541,2008,2,175.00,Native 3-Digit ZIP index
541,2008,3,171.56,Native 3-Digit ZIP index
541,2008,4,172.33,Native 3-Digit ZIP index
541,2009,1,173.01,Native 3-Digit ZIP index
541,2009,2,170.99,Native 3-Digit ZIP index
541,2009,3,167.56,Native 3-Digit ZIP index
541,2009,4,166.45,Native 3-Digit ZIP index
541,2010,1,164.97,Native 3-Digit ZIP index
541,2010,2,163.45,Native 3-Digit ZIP index
541,2010,3,165.95,Native 3-Digit ZIP index
541,2010,4,165.34,Native 3-Digit ZIP index
541,2011,1,163.29,Native 3-Digit ZIP index
541,2011,2,159.62,Native 3-Digit ZIP index
541,2011,3,161.26,Native 3-Digit ZIP index
541,2011,4,161.84,Native 3-Digit ZIP index
541,2012,1,161.29,Native 3-Digit ZIP index
541,2012,2,160.73,Native 3-Digit ZIP index
541,2012,3,162.48,Native 3-Digit ZIP index
541,2012,4,163.35,Native 3-Digit ZIP index
541,2013,1,162.53,Native 3-Digit ZIP index
541,2013,2,162.17,Native 3-Digit ZIP index
541,2013,3,161.58,Native 3-Digit ZIP index
541,2013,4,163.60,Native 3-Digit ZIP index
541,2014,1,160.97,Native 3-Digit ZIP index
541,2014,2,163.40,Native 3-Digit ZIP index
541,2014,3,165.23,Native 3-Digit ZIP index
541,2014,4,164.49,Native 3-Digit ZIP index
541,2015,1,167.96,Native 3-Digit ZIP index
541,2015,2,168.75,Native 3-Digit ZIP index
541,2015,3,168.66,Native 3-Digit ZIP index
541,2015,4,170.60,Native 3-Digit ZIP index
541,2016,1,172.61,Native 3-Digit ZIP index
541,2016,2,172.74,Native 3-Digit ZIP index
541,2016,3,176.55,Native 3-Digit ZIP index
541,2016,4,177.27,Native 3-Digit ZIP index
541,2017,1,180.78,Native 3-Digit ZIP index
541,2017,2,184.97,Native 3-Digit ZIP index
541,2017,3,187.05,Native 3-Digit ZIP index
541,2017,4,185.36,Native 3-Digit ZIP index
541,2018,1,189.14,Native 3-Digit ZIP index
541,2018,2,193.73,Native 3-Digit ZIP index
541,2018,3,194.78,Native 3-Digit ZIP index
541,2018,4,196.47,Native 3-Digit ZIP index
541,2019,1,198.00,Native 3-Digit ZIP index
541,2019,2,200.84,Native 3-Digit ZIP index
541,2019,3,204.01,Native 3-Digit ZIP index
541,2019,4,205.28,Native 3-Digit ZIP index
541,2020,1,206.71,Native 3-Digit ZIP index
541,2020,2,208.63,Native 3-Digit ZIP index
541,2020,3,211.73,Native 3-Digit ZIP index
541,2020,4,217.24,Native 3-Digit ZIP index
541,2021,1,220.02,Native 3-Digit ZIP index
541,2021,2,231.00,Native 3-Digit ZIP index
541,2021,3,240.90,Native 3-Digit ZIP index
541,2021,4,251.70,Native 3-Digit ZIP index
542,1995,1,100.00,Native 3-Digit ZIP index
542,1995,2,102.69,Native 3-Digit ZIP index
542,1995,3,103.59,Native 3-Digit ZIP index
542,1995,4,104.94,Native 3-Digit ZIP index
542,1996,1,104.82,Native 3-Digit ZIP index
542,1996,2,106.62,Native 3-Digit ZIP index
542,1996,3,109.10,Native 3-Digit ZIP index
542,1996,4,110.25,Native 3-Digit ZIP index
542,1997,1,111.93,Native 3-Digit ZIP index
542,1997,2,113.28,Native 3-Digit ZIP index
542,1997,3,116.33,Native 3-Digit ZIP index
542,1997,4,117.12,Native 3-Digit ZIP index
542,1998,1,117.88,Native 3-Digit ZIP index
542,1998,2,119.85,Native 3-Digit ZIP index
542,1998,3,121.33,Native 3-Digit ZIP index
542,1998,4,122.37,Native 3-Digit ZIP index
542,1999,1,126.72,Native 3-Digit ZIP index
542,1999,2,129.72,Native 3-Digit ZIP index
542,1999,3,131.33,Native 3-Digit ZIP index
542,1999,4,131.55,Native 3-Digit ZIP index
542,2000,1,134.34,Native 3-Digit ZIP index
542,2000,2,135.71,Native 3-Digit ZIP index
542,2000,3,138.23,Native 3-Digit ZIP index
542,2000,4,139.58,Native 3-Digit ZIP index
542,2001,1,141.68,Native 3-Digit ZIP index
542,2001,2,142.59,Native 3-Digit ZIP index
542,2001,3,144.21,Native 3-Digit ZIP index
542,2001,4,145.11,Native 3-Digit ZIP index
542,2002,1,147.05,Native 3-Digit ZIP index
542,2002,2,148.54,Native 3-Digit ZIP index
542,2002,3,149.23,Native 3-Digit ZIP index
542,2002,4,149.55,Native 3-Digit ZIP index
542,2003,1,150.55,Native 3-Digit ZIP index
542,2003,2,151.20,Native 3-Digit ZIP index
542,2003,3,152.91,Native 3-Digit ZIP index
542,2003,4,156.79,Native 3-Digit ZIP index
542,2004,1,158.94,Native 3-Digit ZIP index
542,2004,2,159.12,Native 3-Digit ZIP index
542,2004,3,164.29,Native 3-Digit ZIP index
542,2004,4,165.00,Native 3-Digit ZIP index
542,2005,1,166.09,Native 3-Digit ZIP index
542,2005,2,167.69,Native 3-Digit ZIP index
542,2005,3,170.17,Native 3-Digit ZIP index
542,2005,4,174.64,Native 3-Digit ZIP index
542,2006,1,176.19,Native 3-Digit ZIP index
542,2006,2,173.86,Native 3-Digit ZIP index
542,2006,3,173.11,Native 3-Digit ZIP index
542,2006,4,177.53,Native 3-Digit ZIP index
542,2007,1,178.00,Native 3-Digit ZIP index
542,2007,2,175.55,Native 3-Digit ZIP index
542,2007,3,175.54,Native 3-Digit ZIP index
542,2007,4,176.36,Native 3-Digit ZIP index
542,2008,1,177.90,Native 3-Digit ZIP index
542,2008,2,177.06,Native 3-Digit ZIP index
542,2008,3,175.08,Native 3-Digit ZIP index
542,2008,4,174.30,Native 3-Digit ZIP index
542,2009,1,176.47,Native 3-Digit ZIP index
542,2009,2,174.78,Native 3-Digit ZIP index
542,2009,3,171.16,Native 3-Digit ZIP index
542,2009,4,171.67,Native 3-Digit ZIP index
542,2010,1,168.30,Native 3-Digit ZIP index
542,2010,2,169.07,Native 3-Digit ZIP index
542,2010,3,169.40,Native 3-Digit ZIP index
542,2010,4,170.07,Native 3-Digit ZIP index
542,2011,1,165.42,Native 3-Digit ZIP index
542,2011,2,165.95,Native 3-Digit ZIP index
542,2011,3,165.91,Native 3-Digit ZIP index
542,2011,4,165.42,Native 3-Digit ZIP index
542,2012,1,163.81,Native 3-Digit ZIP index
542,2012,2,164.41,Native 3-Digit ZIP index
542,2012,3,165.91,Native 3-Digit ZIP index
542,2012,4,166.22,Native 3-Digit ZIP index
542,2013,1,167.24,Native 3-Digit ZIP index
542,2013,2,163.74,Native 3-Digit ZIP index
542,2013,3,160.59,Native 3-Digit ZIP index
542,2013,4,160.57,Native 3-Digit ZIP index
542,2014,1,159.12,Native 3-Digit ZIP index
542,2014,2,161.18,Native 3-Digit ZIP index
542,2014,3,162.51,Native 3-Digit ZIP index
542,2014,4,163.28,Native 3-Digit ZIP index
542,2015,1,164.53,Native 3-Digit ZIP index
542,2015,2,164.61,Native 3-Digit ZIP index
542,2015,3,166.46,Native 3-Digit ZIP index
542,2015,4,169.70,Native 3-Digit ZIP index
542,2016,1,167.45,Native 3-Digit ZIP index
542,2016,2,171.11,Native 3-Digit ZIP index
542,2016,3,173.23,Native 3-Digit ZIP index
542,2016,4,173.85,Native 3-Digit ZIP index
542,2017,1,174.35,Native 3-Digit ZIP index
542,2017,2,177.73,Native 3-Digit ZIP index
542,2017,3,178.83,Native 3-Digit ZIP index
542,2017,4,176.71,Native 3-Digit ZIP index
542,2018,1,182.04,Native 3-Digit ZIP index
542,2018,2,185.94,Native 3-Digit ZIP index
542,2018,3,186.46,Native 3-Digit ZIP index
542,2018,4,187.27,Native 3-Digit ZIP index
542,2019,1,192.60,Native 3-Digit ZIP index
542,2019,2,192.45,Native 3-Digit ZIP index
542,2019,3,196.57,Native 3-Digit ZIP index
542,2019,4,199.98,Native 3-Digit ZIP index
542,2020,1,198.34,Native 3-Digit ZIP index
542,2020,2,199.95,Native 3-Digit ZIP index
542,2020,3,203.28,Native 3-Digit ZIP index
542,2020,4,205.99,Native 3-Digit ZIP index
542,2021,1,210.69,Native 3-Digit ZIP index
542,2021,2,222.21,Native 3-Digit ZIP index
542,2021,3,234.86,Native 3-Digit ZIP index
542,2021,4,241.67,Native 3-Digit ZIP index
543,1995,1,100.00,Native 3-Digit ZIP index
543,1995,2,102.94,Native 3-Digit ZIP index
543,1995,3,104.88,Native 3-Digit ZIP index
543,1995,4,106.36,Native 3-Digit ZIP index
543,1996,1,106.89,Native 3-Digit ZIP index
543,1996,2,107.64,Native 3-Digit ZIP index
543,1996,3,108.29,Native 3-Digit ZIP index
543,1996,4,110.00,Native 3-Digit ZIP index
543,1997,1,110.95,Native 3-Digit ZIP index
543,1997,2,111.88,Native 3-Digit ZIP index
543,1997,3,114.28,Native 3-Digit ZIP index
543,1997,4,114.86,Native 3-Digit ZIP index
543,1998,1,115.73,Native 3-Digit ZIP index
543,1998,2,116.84,Native 3-Digit ZIP index
543,1998,3,117.88,Native 3-Digit ZIP index
543,1998,4,118.57,Native 3-Digit ZIP index
543,1999,1,120.11,Native 3-Digit ZIP index
543,1999,2,120.91,Native 3-Digit ZIP index
543,1999,3,121.74,Native 3-Digit ZIP index
543,1999,4,121.77,Native 3-Digit ZIP index
543,2000,1,124.71,Native 3-Digit ZIP index
543,2000,2,124.89,Native 3-Digit ZIP index
543,2000,3,126.69,Native 3-Digit ZIP index
543,2000,4,128.70,Native 3-Digit ZIP index
543,2001,1,130.28,Native 3-Digit ZIP index
543,2001,2,131.85,Native 3-Digit ZIP index
543,2001,3,133.26,Native 3-Digit ZIP index
543,2001,4,134.47,Native 3-Digit ZIP index
543,2002,1,136.51,Native 3-Digit ZIP index
543,2002,2,137.54,Native 3-Digit ZIP index
543,2002,3,138.73,Native 3-Digit ZIP index
543,2002,4,139.67,Native 3-Digit ZIP index
543,2003,1,141.35,Native 3-Digit ZIP index
543,2003,2,142.08,Native 3-Digit ZIP index
543,2003,3,143.57,Native 3-Digit ZIP index
543,2003,4,146.78,Native 3-Digit ZIP index
543,2004,1,147.68,Native 3-Digit ZIP index
543,2004,2,150.05,Native 3-Digit ZIP index
543,2004,3,153.13,Native 3-Digit ZIP index
543,2004,4,155.26,Native 3-Digit ZIP index
543,2005,1,156.21,Native 3-Digit ZIP index
543,2005,2,157.23,Native 3-Digit ZIP index
543,2005,3,158.96,Native 3-Digit ZIP index
543,2005,4,159.73,Native 3-Digit ZIP index
543,2006,1,159.89,Native 3-Digit ZIP index
543,2006,2,158.37,Native 3-Digit ZIP index
543,2006,3,157.26,Native 3-Digit ZIP index
543,2006,4,160.32,Native 3-Digit ZIP index
543,2007,1,160.90,Native 3-Digit ZIP index
543,2007,2,159.73,Native 3-Digit ZIP index
543,2007,3,159.06,Native 3-Digit ZIP index
543,2007,4,159.82,Native 3-Digit ZIP index
543,2008,1,160.50,Native 3-Digit ZIP index
543,2008,2,157.46,Native 3-Digit ZIP index
543,2008,3,154.65,Native 3-Digit ZIP index
543,2008,4,155.10,Native 3-Digit ZIP index
543,2009,1,155.92,Native 3-Digit ZIP index
543,2009,2,153.62,Native 3-Digit ZIP index
543,2009,3,149.80,Native 3-Digit ZIP index
543,2009,4,149.44,Native 3-Digit ZIP index
543,2010,1,147.06,Native 3-Digit ZIP index
543,2010,2,146.65,Native 3-Digit ZIP index
543,2010,3,148.68,Native 3-Digit ZIP index
543,2010,4,147.13,Native 3-Digit ZIP index
543,2011,1,143.43,Native 3-Digit ZIP index
543,2011,2,142.06,Native 3-Digit ZIP index
543,2011,3,143.16,Native 3-Digit ZIP index
543,2011,4,144.09,Native 3-Digit ZIP index
543,2012,1,143.75,Native 3-Digit ZIP index
543,2012,2,142.20,Native 3-Digit ZIP index
543,2012,3,143.91,Native 3-Digit ZIP index
543,2012,4,143.85,Native 3-Digit ZIP index
543,2013,1,143.82,Native 3-Digit ZIP index
543,2013,2,143.32,Native 3-Digit ZIP index
543,2013,3,142.21,Native 3-Digit ZIP index
543,2013,4,140.41,Native 3-Digit ZIP index
543,2014,1,141.48,Native 3-Digit ZIP index
543,2014,2,141.54,Native 3-Digit ZIP index
543,2014,3,144.24,Native 3-Digit ZIP index
543,2014,4,144.20,Native 3-Digit ZIP index
543,2015,1,147.26,Native 3-Digit ZIP index
543,2015,2,145.66,Native 3-Digit ZIP index
543,2015,3,148.22,Native 3-Digit ZIP index
543,2015,4,150.04,Native 3-Digit ZIP index
543,2016,1,151.59,Native 3-Digit ZIP index
543,2016,2,154.35,Native 3-Digit ZIP index
543,2016,3,155.24,Native 3-Digit ZIP index
543,2016,4,157.78,Native 3-Digit ZIP index
543,2017,1,159.87,Native 3-Digit ZIP index
543,2017,2,161.34,Native 3-Digit ZIP index
543,2017,3,166.18,Native 3-Digit ZIP index
543,2017,4,165.47,Native 3-Digit ZIP index
543,2018,1,167.39,Native 3-Digit ZIP index
543,2018,2,171.80,Native 3-Digit ZIP index
543,2018,3,175.81,Native 3-Digit ZIP index
543,2018,4,175.41,Native 3-Digit ZIP index
543,2019,1,178.65,Native 3-Digit ZIP index
543,2019,2,181.47,Native 3-Digit ZIP index
543,2019,3,183.12,Native 3-Digit ZIP index
543,2019,4,184.93,Native 3-Digit ZIP index
543,2020,1,187.13,Native 3-Digit ZIP index
543,2020,2,186.86,Native 3-Digit ZIP index
543,2020,3,191.50,Native 3-Digit ZIP index
543,2020,4,195.74,Native 3-Digit ZIP index
543,2021,1,198.55,Native 3-Digit ZIP index
543,2021,2,210.95,Native 3-Digit ZIP index
543,2021,3,221.36,Native 3-Digit ZIP index
543,2021,4,224.91,Native 3-Digit ZIP index
544,1995,1,100.00,Native 3-Digit ZIP index
544,1995,2,101.66,Native 3-Digit ZIP index
544,1995,3,101.32,Native 3-Digit ZIP index
544,1995,4,102.87,Native 3-Digit ZIP index
544,1996,1,103.99,Native 3-Digit ZIP index
544,1996,2,105.16,Native 3-Digit ZIP index
544,1996,3,106.54,Native 3-Digit ZIP index
544,1996,4,108.98,Native 3-Digit ZIP index
544,1997,1,109.98,Native 3-Digit ZIP index
544,1997,2,111.12,Native 3-Digit ZIP index
544,1997,3,112.70,Native 3-Digit ZIP index
544,1997,4,113.17,Native 3-Digit ZIP index
544,1998,1,114.53,Native 3-Digit ZIP index
544,1998,2,116.37,Native 3-Digit ZIP index
544,1998,3,117.00,Native 3-Digit ZIP index
544,1998,4,118.05,Native 3-Digit ZIP index
544,1999,1,120.45,Native 3-Digit ZIP index
544,1999,2,121.25,Native 3-Digit ZIP index
544,1999,3,123.63,Native 3-Digit ZIP index
544,1999,4,124.49,Native 3-Digit ZIP index
544,2000,1,127.13,Native 3-Digit ZIP index
544,2000,2,126.24,Native 3-Digit ZIP index
544,2000,3,128.55,Native 3-Digit ZIP index
544,2000,4,129.86,Native 3-Digit ZIP index
544,2001,1,131.64,Native 3-Digit ZIP index
544,2001,2,133.58,Native 3-Digit ZIP index
544,2001,3,135.05,Native 3-Digit ZIP index
544,2001,4,135.56,Native 3-Digit ZIP index
544,2002,1,138.30,Native 3-Digit ZIP index
544,2002,2,139.39,Native 3-Digit ZIP index
544,2002,3,140.71,Native 3-Digit ZIP index
544,2002,4,141.79,Native 3-Digit ZIP index
544,2003,1,142.59,Native 3-Digit ZIP index
544,2003,2,144.15,Native 3-Digit ZIP index
544,2003,3,145.64,Native 3-Digit ZIP index
544,2003,4,148.42,Native 3-Digit ZIP index
544,2004,1,150.51,Native 3-Digit ZIP index
544,2004,2,152.33,Native 3-Digit ZIP index
544,2004,3,154.93,Native 3-Digit ZIP index
544,2004,4,158.32,Native 3-Digit ZIP index
544,2005,1,161.47,Native 3-Digit ZIP index
544,2005,2,162.41,Native 3-Digit ZIP index
544,2005,3,164.54,Native 3-Digit ZIP index
544,2005,4,166.18,Native 3-Digit ZIP index
544,2006,1,165.43,Native 3-Digit ZIP index
544,2006,2,167.41,Native 3-Digit ZIP index
544,2006,3,167.78,Native 3-Digit ZIP index
544,2006,4,170.04,Native 3-Digit ZIP index
544,2007,1,171.31,Native 3-Digit ZIP index
544,2007,2,171.31,Native 3-Digit ZIP index
544,2007,3,172.77,Native 3-Digit ZIP index
544,2007,4,172.98,Native 3-Digit ZIP index
544,2008,1,174.66,Native 3-Digit ZIP index
544,2008,2,172.75,Native 3-Digit ZIP index
544,2008,3,171.82,Native 3-Digit ZIP index
544,2008,4,172.06,Native 3-Digit ZIP index
544,2009,1,173.32,Native 3-Digit ZIP index
544,2009,2,171.65,Native 3-Digit ZIP index
544,2009,3,168.86,Native 3-Digit ZIP index
544,2009,4,167.71,Native 3-Digit ZIP index
544,2010,1,166.99,Native 3-Digit ZIP index
544,2010,2,166.43,Native 3-Digit ZIP index
544,2010,3,168.83,Native 3-Digit ZIP index
544,2010,4,168.71,Native 3-Digit ZIP index
544,2011,1,165.59,Native 3-Digit ZIP index
544,2011,2,163.43,Native 3-Digit ZIP index
544,2011,3,164.76,Native 3-Digit ZIP index
544,2011,4,165.71,Native 3-Digit ZIP index
544,2012,1,164.40,Native 3-Digit ZIP index
544,2012,2,163.16,Native 3-Digit ZIP index
544,2012,3,165.06,Native 3-Digit ZIP index
544,2012,4,164.73,Native 3-Digit ZIP index
544,2013,1,165.15,Native 3-Digit ZIP index
544,2013,2,163.62,Native 3-Digit ZIP index
544,2013,3,162.37,Native 3-Digit ZIP index
544,2013,4,161.30,Native 3-Digit ZIP index
544,2014,1,160.61,Native 3-Digit ZIP index
544,2014,2,162.62,Native 3-Digit ZIP index
544,2014,3,162.92,Native 3-Digit ZIP index
544,2014,4,165.73,Native 3-Digit ZIP index
544,2015,1,167.48,Native 3-Digit ZIP index
544,2015,2,166.51,Native 3-Digit ZIP index
544,2015,3,167.37,Native 3-Digit ZIP index
544,2015,4,169.15,Native 3-Digit ZIP index
544,2016,1,171.16,Native 3-Digit ZIP index
544,2016,2,173.65,Native 3-Digit ZIP index
544,2016,3,174.87,Native 3-Digit ZIP index
544,2016,4,174.12,Native 3-Digit ZIP index
544,2017,1,175.56,Native 3-Digit ZIP index
544,2017,2,179.44,Native 3-Digit ZIP index
544,2017,3,179.86,Native 3-Digit ZIP index
544,2017,4,179.37,Native 3-Digit ZIP index
544,2018,1,184.22,Native 3-Digit ZIP index
544,2018,2,188.26,Native 3-Digit ZIP index
544,2018,3,188.59,Native 3-Digit ZIP index
544,2018,4,189.82,Native 3-Digit ZIP index
544,2019,1,190.97,Native 3-Digit ZIP index
544,2019,2,195.54,Native 3-Digit ZIP index
544,2019,3,197.82,Native 3-Digit ZIP index
544,2019,4,199.49,Native 3-Digit ZIP index
544,2020,1,199.74,Native 3-Digit ZIP index
544,2020,2,201.84,Native 3-Digit ZIP index
544,2020,3,206.14,Native 3-Digit ZIP index
544,2020,4,209.41,Native 3-Digit ZIP index
544,2021,1,211.50,Native 3-Digit ZIP index
544,2021,2,222.02,Native 3-Digit ZIP index
544,2021,3,232.66,Native 3-Digit ZIP index
544,2021,4,240.63,Native 3-Digit ZIP index
545,1995,1,100.00,Native 3-Digit ZIP index
545,1995,2,100.17,Native 3-Digit ZIP index
545,1995,3,102.03,Native 3-Digit ZIP index
545,1995,4,104.04,Native 3-Digit ZIP index
545,1996,1,103.45,Native 3-Digit ZIP index
545,1996,2,105.81,Native 3-Digit ZIP index
545,1996,3,108.01,Native 3-Digit ZIP index
545,1996,4,112.46,Native 3-Digit ZIP index
